Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Link,Abstract,Author Keywords,Index Keywords,Publisher
"Butgereit L.","Fighting unemployment through java internships: Creating a path to software development through test automation",2018,"2018 IST-Africa Week Conference, IST-Africa 2018",,,"8417368","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051238765&partnerID=40&md5=fb9f18718d9c8dabd4a43bb325aaa6e7","The unemployment rate in South Africa for first quarter 2017 was just under thirty percent. To help alleviate this problem, the South African Revenue Service offers certain tax incentives to companies which operate internships or in-service training to under-skilled individuals. At the same time of this high unemployment rate, there is a shortage of certain IT skills in the country including a shortage of Java programmers. This paper describes research in offering internships to people who hold some sort of documented proof of computer literacy such as the ICDL and training them to write test automation programs in Java. The internship creates a pathway from test automation to entry level Java programmer. This paper describes two iterations of the process and documents the training offered to the interns, the successes and the lessons learned. In the second iteration (and the final iteration described in this paper), interns learned Java programming by writing test program in Java using Sikulix (to test Java application), Selenium (to test websites) and Robotium (to test Android apps). The results are very positive. © 2018 IST-Africa Institute.","in-service training; internship; software development; test automation","Application programs; Automation; Employment; Graphical user interfaces; Population statistics; Software design; Software engineering; Software testing; Taxation; Computer literacy; In-service training; internship; Java applications; Java programmers; Java programming; Test Automation; Unemployment rates; Java programming language","Institute of Electrical and Electronics Engineers Inc."
"Arcuri A.","An experience report on applying software testing academic results in industry: we need usable automated test generation",2018,"Empirical Software Engineering","23","4",,"1959","1981",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035083036&doi=10.1007%2fs10664-017-9570-9&partnerID=40&md5=5d46a94447f4ee006ee17b3325301419","What is the impact of software engineering research on current practices in industry? In this paper, I report on my direct experience as a PhD/post-doc working in software engineering research projects, and then spending the following five years as an engineer in two different companies (the first one being the same I worked in collaboration with during my post-doc). Given a background in software engineering research, what cutting-edge techniques and tools from academia did I use in my daily work when developing and testing the systems of these companies? Regarding validation and verification (my main area of research), the answer is rather short: as far as I can tell, only FindBugs. In this paper, I report on why this was the case, and discuss all the challenging, complex open problems we face in industry and which somehow are “neglected” in the academic circles. In particular, I will first discuss what actual tools I could use in my daily work, such as JaCoCo and Selenium. Then, I will discuss the main open problems I faced, particularly related to environment simulators, unit and web testing. After that, popular topics in academia are presented, such as UML, regression and mutation testing. Their lack of impact on the type of projects I worked on in industry is then discussed. Finally, from this industrial experience, I provide my opinions about how this situation can be improved, in particular related to how academics are evaluated, and advocate for a greater involvement into open-source projects. © 2017, Springer Science+Business Media, LLC.","Applied research; Impact; Industry; Practice; Technology transfer","Cutting tools; Engineering research; Industry; Open source software; Technology transfer; Applied research; Automated test generations; Environment simulators; Impact; Industrial experience; Open source projects; Practice; Validation and verification; Software testing","Springer New York LLC"
"Vasanthapriyan S.","A Study of Software Testing Practices in Sri Lankan Software Companies",2018,"Proceedings - 2018 IEEE 18th International Conference on Software Quality, Reliability, and Security Companion, QRS-C 2018",,,"8431994","339","344",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052497779&doi=10.1109%2fQRS-C.2018.00066&partnerID=40&md5=005f87cd6797fdcbadaa4f92929c6cd0","Software testing is a knowledge intensive and a collaborative activity, which mainly depends on knowledge and experience of the software testers. This study presents using an empirical investigation carried out in Sri Lankan software companies about the current status of software testing practices. The study focused on mainly testing methodologies and techniques, automated tools, testing metrics, testing training and academic collaboration with software industry. As reported from this study, Agile methodology became very popular in software companies for software development. As an overall analysis, there was a great interest in using tools such as Selenium for testing activities. Findings of this study emphasized that while software testing practices were considered to be important, training, money and resources were inadequate to address an effective management of software testing knowledge in these three software companies. Findings also presented a compelling evidence of the soundness for the need of knowledge management practices to manage software testing knowledge, © 2018 IEEE.","Software testing; Software testing knowledge; Testing practices","C (programming language); Computer software selection and evaluation; Knowledge management; Software design; Software reliability; Agile Methodologies; Collaborative activities; Effective management; Empirical investigation; Knowledge and experience; Knowledge intensives; Knowledge management practices; Testing knowledge; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Ayyildiz N.","Flexible and resource efficient FPGA-Based quad data rate memory interface design for high-speed data acquisition systems",2018,"Proceedings - 21st Euromicro Conference on Digital System Design, DSD 2018",,,"8491809","155","158",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056464487&doi=10.1109%2fDSD.2018.00038&partnerID=40&md5=f0d2be25080fd9b3887410cd530f47e1","Data acquisition is the process of collecting digital data produced by various types of electronic devices, such as sensors, analog to digital converters (ADCs), communication interfaces and digital I/O modules. FPGAs are the most common data acquisition platform for implementation, as they provide a generic environment for different types of interfaces and supplementary logic elements for further processing. This paper presents a flexible and resource efficient data acquisition system implementation on FPGAs especially targeted for high bandwidth interfaces. The implementation details are based on a QDR (Quad Data Rate) Memory interface design, as QDR interface reveals the common characteristics of high speed data channels. Also QDR memories have a wide application area such as the network processor, baseband processor and other high performance parallel processing network and communication. Proposed interface is fully tested and verified on a custom board between XILINX XC7V980T-1 FPGA and CYPRESS CY7C2665KV18-450BZI QDRII+ memory. The methodology described for the QDR memory interface design can be directly utilized for data acquisition systems requiring similar high speed DDR interfaces, such as high speed ADCs and I/O demultiplexer chips. © 2018 IEEE.","Data acquisition; FPGA; IP core; QDR Memory; SERDES","Analog to digital conversion; Digital devices; Field programmable gate arrays (FPGA); Integrated circuit design; Intellectual property core; Systems analysis; Analog to digital converters; Communication interface; Data acquisition system; Generic environment; High speed data acquisition system; High-bandwidth interfaces; Parallel processing; SERDES; Data acquisition","Institute of Electrical and Electronics Engineers Inc."
"Garcia B., Gallego M., Santos C., Jimenez E., Leal K., Fernanez L.","Extending WebDriver: A cloud approach",2018,"Proceedings - 2018 International Conference on the Quality of Information and Communications Technology, QUATIC 2018",,,"8590182","143","146",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061321044&doi=10.1109%2fQUATIC.2018.00029&partnerID=40&md5=b8b832a9180c764d6c6860464ca1f60f","Functional testing of web and mobile applications consists on impersonating a user through some kind of GUI automation technology, being Selenium the most popular solution nowadays. This piece of research progresses in this area by proposing an advanced User Impersonation as a Service (UIaaS) based on cloud technologies. The proposed approach can be seen as a layered service, in which the top tier is a platform called ElasTest, a Software as a Service (SaaS) testing tool aimed to ease end-to-end testing of different kind of applications. The capability to impersonate user provided by ElasTest is built on the top of a Platform as a Service (PaaS) implemented by extending the W3C WebDriver recommendation with advance features to assess web and mobile applications. Finally, an Infrastructure as a Service (IaaS) layer is used as ground technology. This infrastructure has been implemented by leveraging open source lightweight container technologies such as Docker and Kubernetes. © 2018 IEEE.","Infrastructure as a Service; Platform as a Service; Software as a Service; Software testing; WebDriver","Application programs; Mobile computing; Open source software; Platform as a Service (PaaS); Software as a service (SaaS); Software testing; Web services; Automation technology; Cloud technologies; End to end; Functional testing; Mobile applications; Open sources; Testing tools; WebDriver; Infrastructure as a service (IaaS)","Institute of Electrical and Electronics Engineers Inc."
"Paul N., Tommy R.","An Approach of Automated Testing on Web Based Platform Using Machine Learning and Selenium",2018,"Proceedings of the International Conference on Inventive Research in Computing Applications, ICIRCA 2018",,,"8597297","851","856",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061509533&doi=10.1109%2fICIRCA.2018.8597297&partnerID=40&md5=aaaa73e3e74ab673dfa34a2da07a8387","Testing is performed to detect or discover the errors and defects of a system. In automated testing, what test cases tester shown only will tested. It will not test new link or new thing but here what we are trying anything is new it can understand from previous experience and try to apply experience to get new results. This approach can be achieved by a three-layer structure: Web scraper, Machine Learning (ML) and Selenium. Web page would be tested and it would be trained to a system from a human perceptive in such a way that the system able to understand what are the test cases that need to be followed for each and every element on the web page and system next time on wards will do sanity and smoke test based on those inputs intelligently going to those elements on the website. System learns what actions to be done for a particular web element like button. The outputs that are able to get it is even classified the kind of output, for example, is error page or is the page is not intended. This approach helps the larger business organization to align themselves more with a creative task in testing rather than doing the human repeated activity. © 2018 IEEE.","Automated Testing; Machine Learning; Selenium Web Driver; Test Case; Web Applications","Automation; E-learning; Learning systems; Machine learning; Selenium; Smoke; Testing; Automated testing; Business organizations; New results; Smoke test; Test case; Three-layer structures; WEB application; Web based platform; Websites","Institute of Electrical and Electronics Engineers Inc."
"Gerez A.H., Kamaraj K., Nofal R., Liu Y., Dezfouli B.","Energy and Processing Demand Analysis of TLS Protocol in Internet of Things Applications",2018,"IEEE Workshop on Signal Processing Systems, SiPS: Design and Implementation","2018-October",,"8598334","312","317",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061363954&doi=10.1109%2fSiPS.2018.8598334&partnerID=40&md5=9222e48864d936ec93e93d1514f71798","Transport Layer Security (TLS) is the de-facto protocol for secure communication in Internet of Things (IoT) applications. However, the processing and energy demands of this protocol are two essential parameters that must be taken into account with respect to the resource-constraint nature of IoT devices. In this paper, we study the resource consumption of the TLS handshake using a testbed in which an IoT board (Cypress CYW43907) communicates with a Raspberry Pi server over an 802.11 wireless link. Although TLS supports a wide-array of encryption algorithms, we focus on the performance of TLS using three of the most popular and robust cipher suites. Our experiments show that ciphers using Elliptic Curve Diffie Hellman (ECDHE) key exchange are considerably more efficient than ciphers using Diffie Hellman (DHE). Furthermore, ECDSA signature verification consumes more time and energy than RSA signature verification given ECDHE key exchange. The studies of this paper help IoT designers choose an appropriate TLS cipher suite based on application demands, computational capabilities, and available energy resources. © 2018 IEEE.","Computation; Encryption; Key Exchange; Security; Wireless","Calculations; Cryptography; Energy resources; IEEE Standards; Internet protocols; Radio; Seebeck effect; Signal processing; Silicon compounds; Computational capability; Encryption algorithms; Internet of Things (IOT); Key exchange; Resource consumption; Security; Signature verification; Transport layer security; Internet of things","Institute of Electrical and Electronics Engineers Inc."
"Tanaka H.","X-Brot: Prototyping of compatibility testing tool for web application based on document analysis technology",2019,"2019 International Conference on Document Analysis and Recognition Workshops, ICDARW 2019","2019-January",,,"18","21",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114887222&doi=10.1109%2fICDARW.2019.60126&partnerID=40&md5=09bccd67dbb14269808ab8b9d17c5910","Web application development requires visual compatibility testing (VCT), which verifies if a web page is normally displayed on different types of browsers. In common development procedures, VCT is carried out manually. To reduce cost, VCT automation is one of the most important issues in the field of software development. Although a web page is a kind of electronic document, there have not been many papers focusing on VCT issues in the document analysis and recognition (DAR) field. We have developed a prototype tool to support web application testing. The tool offers two tests: a functional compatibility test (FCT) and a VCT. The FCT examines whether the same action (such as click, browse, or text edit) on a web page causes a compatible action on each browser, and the VCT examines whether the same page displays a similar view on each browser. To detect visual incompatibilities, our tool first extracts the document object model (DOM) structure of a target web page by parsing HTML and obtaining properties of each DOM element from the browsers using the Selenium WebDriver tool [1]. The tool compares the relative position of the DOM elements on the web page and their contents. Our tool detects the differences in relative position of each DOM element and creates cliques of those whose relative positions are qualified as equal. The cliques show distortions in the document layout. Additionally, our tool identifies text images of each DOM element and compares the results between the browsers by looking for garbled characters. In fifteen URLs and four web browsers, we obtained 96% recall and 68% precision for text comparison, and 96% recall and 61% precision for detecting layout incompatibilities. A small pilot study shows that operation time of a web application testing task was reduced by almost 35% using our tool. This study indicates that our tool is effective in reducing the development cost of web applications. © 2019 IEEE.","Character recognition; Clique; DOM; HTML; Relative position; Selenium; Web browser; WebDriver","Cost reduction; Software design; Software prototyping; Websites; XML; Compatibility test; Development costs; Document analysis; Document object model; Electronic document; Relative positions; Web application development; Web application testing; Web browsers","Institute of Electrical and Electronics Engineers Inc."
"Kirinuki H., Tanno H., Natsukawa K.","Recommending correct locator for broken test scripts using various clues in web application",2019,"Computer Software","36","4",,"3","17",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077326544&doi=10.11309%2fjssst.36.4_3&partnerID=40&md5=3e0a607e0bd4adf145b48f14ab531cf7","Test automation tools such as Selenium are commonly used for automating end-to-end tests, but when developers update the software, they often need to modify the test scripts accordingly. However, the costs of modifying these test scripts are a big obstacle to test automation because of the scripts' fragility. In particular, locators in test scripts are prone to change. Some prior methods tried to repair broken locators by using structural clues, but these approaches usually cannot handle radical changes to page layouts. In this paper, we propose a novel approach called COLOR (correct locator recommender) to support repairing broken locators in accordance with software updates. COLOR uses various properties as clues obtained from screens (i.e., attributes, texts, images, and positions). We examined which properties are reliable for recommending locators by examining changes between two release versions of software, and the reliability is adopted as the weight of a property. Our experimental results obtained from four open source web applications show that COLOR can present the correct locator in rst place with a 77%-93% accuracy and is more robust against page layout changes than structure-based approaches. © 2019 Japan Society for Software Science and Technology. All rights reserved.",,"Color; Open source software; Repair; Software reliability; Testing; End-to-end tests; Open sources; Page layouts; Software updates; Structure-based; Test Automation; Test automation tool; WEB application; Software testing","Japan Society for Software Science and Technology"
"Popov B., Koteska B., Mishev A.","Recent trends in software testing - A case study with google calendar",2019,"CEUR Workshop Proceedings","2508",,"11","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076489065&partnerID=40&md5=dfb5b4492c5f8c8f362109f9df72d819","In this paper we make an overview of the software testing trends and as a case study we perform testing of the Google Calendar service. We present some of the latest testing techniques, frameworks and tools used for commercial software. Finally, we perform black-box automated testing of the Google Calendar component by applying several different testing technologies and frameworks. We use JUnit, Selenium and Mockito frameworks to create 22 tests to perform interface and functionality testing. Copyright © 2019 for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",,"Application programs; Computer software selection and evaluation; Quality control; Testing; Automated testing; Black boxes; Commercial software; Recent trends; Testing technique; Testing technology; Black-box testing","CEUR-WS"
"Huynh Q.-T., Tran D.-D., Nguyen D.-M., Ha N.-H., Bui T.-M.-A., Nguyen P.-L.","Generating test data for blackbox testing from UML-based web engineering content and presentation models",2019,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","293",,,"207","219",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072900096&doi=10.1007%2f978-3-030-30149-1_17&partnerID=40&md5=d571336222e75af869534b7c947da258","Software testing is a process that produces and consumes huge amounts of data. Thus, the test data is usually either gathered manually by the testers or randomly generated by tools. The manual method consumes lot of time and highly depends on the testers’ experience while the random approach faces the problem of redundant test data caused by identical use cases. By leveraging the concept of Model-based testing, this paper provides a novel method of testing to save the cost of manual testing and to increase the reliability of the testing processes. In Model-based testing, test cases and test data can be derived from different models. In this paper, we present a technique to generate test data from UML-based Web Engineering (UWE) presentation model for web application testing by using formal specification and Z3 SMT solver. We also build a model-based testing Eclipse Plug-in tool called TESTGER-UWE that generates test data based on the model of UWE for the web application. We evaluate the proposed methods by applying them to generate test data for an Address Book project of UWE. Experimental results show that our proposed methods can reduce the time significantly when generating test data for automation test tools such as Selenium, Katalon, Unit test, etc. © 2019, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.","Model-based testing; Test case generation; UML-based Web Engineering; Web application testing","Intelligent systems; Model checking; Testing; Automation tests; Model based testing; Presentation model; Redundant tests; Test case generation; Testing process; Web application testing; Web engineering; Black-box testing","Springer Verlag"
"Nguyen H.P., Le H.A., Truong N.T.","jFAT: An automation framework for web application testing",2019,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","266",,,"48","57",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059686934&doi=10.1007%2f978-3-030-06152-4_5&partnerID=40&md5=6326cf6d30c0e277a4414b264bf7c1e5","Web technologies have developed rapidly because web application is currently leading the trends of software development. A web-based application is a program that is accessed over a network connection, rather than existing within a device’s memory, hence detecting its failures is different from other software systems. Many approaches and tools have been proposed for web testing, however, introducing new frameworks is still an emerging topic in this field. This paper proposes an automation framework running in Java platform for web testing, called jFAT, which integrates with Selenium and TestNG. The paper also illustrates the use of framework with the Bank application case study. © ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering 2019.","Automation testing; POM; Web applications","Automation; Software design; User interfaces; Automation testing; Emerging topics; Network connection; Software systems; WEB application; Web application testing; Web technologies; Web-based applications; Application programs","Springer Verlag"
"Azam M., Atta-ur-Rahman, Sultan K., Dash S., Khan S.N., Khan M.A.A.","Automated testcase generation and prioritization using GA and FRBS",2019,"Communications in Computer and Information Science","955",,,"571","584",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059031933&doi=10.1007%2f978-981-13-3140-4_52&partnerID=40&md5=faefc6a73261dfb3c0b4fce852cea73c","Software Quality Assurance (SQA) is a process in which the quality of software is assured by adequate software testing techniques that mainly comprise of verification and validation of the software. Software testing is the process of assessing the features of a software item and evaluating it to detect differences between given input and expected output. This process is done during the development process just prior to deployment. The SQA process is usually a manual process due to the diverse and versatile nature of the software products. That means a technique devised to test one type of software may not work that efficiently while testing another kind of software etc. Moreover, it is a time consuming process; according to a survey it consumes almost half of the total development cost and around two third of the total development time. To address the above-mentioned issues, in this research an intelligent toolkit for automated SQA is proposed and compared them with the existing famous tools like Selenium. This research focuses on automated test case/test data generation and prioritization of test cases. For this purpose, Genetic Algorithm is investigated for automatic test case generation and a fuzzy based system is proposed for test case prioritization. © Springer Nature Singapore Pte Ltd. 2019.","Automated testing; FRBS; GA; SQA; Testcase generation; Testcase prioritization","Automation; Computer software selection and evaluation; Gallium; Genetic algorithms; Quality assurance; Surveys; Verification; Automated test-case generations; Automated testing; Automatic test-case generations; FRBS; Prioritization; Software testing techniques; Test case generation; Verification-and-validation; Software testing","Springer Verlag"
"Sivaji U., Shraban A., Varalaxmi V., Ashok M., Laxmi L.","Optimizing regression test suite reduction",2019,"Advances in Intelligent Systems and Computing","815",,,"187","192",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057139929&doi=10.1007%2f978-981-13-1580-0_18&partnerID=40&md5=8c2d8da043511d645aaaadb5b63837f5","Software reliability is one of the essential features in the system quality. The purpose of the regression testing is to establish quality of the modified software before the software deployment. The main issue in this regression model is how to select a subset of test cases from the large test suite in the modified software version. Conventional regression subset selection models have addressed this issue on a small set of test suites or limited test cases. In this paper, we have studied the background work of different hybrid regression models and its limitations on the standard test suite. For different software applications, the proposed methodology is applied to find various combinations of faults randomly injected into various combinations of code lines as specified. We use selenium builder to test the software applications and run it in junit eclipse IDE to find faults. The tested output is interpreted with java randomly induced faults, and the system of methodology is evaluated in terms of APFD and APFD box plot. © Springer Nature Singapore Pte Ltd. 2019.","API programming; Graph models; Regression models; Static suites; Test cases","Application programming interfaces (API); Application programs; Artificial intelligence; Regression analysis; Software reliability; Testing; Essential features; Graph model; Regression model; Regression testing; Software applications; Software deployment; Static suites; Test case; Software testing","Springer Verlag"
"Ho W.-G., Zheng Z., Chong K.-S., Gwee B.-H.","A Comparative Analysis of 65nm CMOS SRAM and Commercial SRAMs in Security Vulnerability Evaluation",2019,"International Conference on Digital Signal Processing, DSP","2018-November",,"8631874","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062779235&doi=10.1109%2fICDSP.2018.8631874&partnerID=40&md5=1a9f8f910f88cb1ec50f337c7958aff7","We present a comparative analysis of a fabricated 65nm CMOS static random access memory (SRAM) chip and commercial SRAM chips in terms of security vulnerability. The security vulnerability is defined as the leakage of information due to the data imprinting effect of the SRAM. There are three main features in this evaluation. First, a complete security vulnerability evaluation flow is proposed to stress the SRAM chips for accelerating the negative-biased temperature-instability (NBTI) degradation, i.e. data imprinting effect, and hence to reveal the stored data of image. Second, the evaluation quantifies the percentage of revealed data, i.e. leakage of information for the comparison of tested SRAMs. Third, the image is reconstructed from the revealed data to illustrate the security vulnerabilities of tested SRAMs. We perform the security vulnerability evaluation on the 65nm CMOS SRAM chip and 4 commercial SRAM chips, namely Alliance, Lyontek, Cypress and AMIC under stressing of high voltage and high temperature. From the experimental results, the stored data is significantly revealed in the deep-submicron (≤90nm) CMOS SRAM chips, i.e. fabricated 65nm CMOS (16.1%), Alliance (16.2%) and Lyontek (21%). After reconstructing the images, they can be identified in the 65nm CMOS, Alliance, Lyontek SRAMs, but remain as random states in the Cypress and AMIC SRAMs. © 2018 IEEE.","Negative-Biased Temperature-Instability (NBTI) Image Analysis; Security Vulnerability; Static Random Access Memory (SRAM)","CMOS integrated circuits; Digital signal processing; Image reconstruction; Negative bias temperature instability; Biased temperature instabilities; Comparative analysis; Deep sub-micron; High temperature; Imprinting effects; Random state; Security vulnerabilities; Static random access memory; Static random access storage","Institute of Electrical and Electronics Engineers Inc."
"Narayana M., Raghu Ram Reddy N., Hyndavi Reddy N.","High speed script execution for GUI Automation using Computer Vision",2019,"International Journal of Electrical and Computer Engineering","9","1",,"231","236",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072608440&doi=10.11591%2fijece.v9i1.pp231-236&partnerID=40&md5=e8712b9f479df1fd0e50b32e2b01016d","Software testing by using open source tool like Selenium windows applications cannot be automated, citrix based applications, flash websites and games. Computer vision based automation tools can be used to automate these kinds of applications. These automation tools works based on screenshots of GUI objects like button, radio button, text box, images, dropdowns etc. In this paper a prototype of automation tool has been developed which can execute the automation scripts much faster than existing tools like Sikuli, which takes much time to run the Automation scripts. The execution time can be reduced by using this proposed tool. Copyright © 2019 Institute of Advanced Engineering and Science.","Automation Computer vision GUI",,"Institute of Advanced Engineering and Science"
"Kirinuki H., Tanno H., Natsukawa K.","COLOR: Correct Locator Recommender for Broken Test Scripts using Various Clues in Web Application",2019,"SANER 2019 - Proceedings of the 2019 IEEE 26th International Conference on Software Analysis, Evolution, and Reengineering",,,"8667976","310","320",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064182518&doi=10.1109%2fSANER.2019.8667976&partnerID=40&md5=5f450dfb8e5503f83ab7d7636affed8b","Test automation tools such as Selenium are commonly used for automating end-To-end tests, but when developers update the software, they often need to modify the test scripts accordingly. However, the costs of modifying these test scripts are a big obstacle to test automation because of the scripts' fragility. In particular, locators in test scripts are prone to change. Some prior methods tried to repair broken locators by using structural clues, but these approaches usually cannot handle radical changes to page layouts. In this paper, we propose a novel approach called COLOR (correct locator recommender) to support repairing broken locators in accordance with software updates. COLOR uses various properties as clues obtained from screens (i.e., attributes, texts, images, and positions). We examined which properties are reliable for recommending locators by examining changes between two release versions of software, and the reliability is adopted as the weight of a property. Our experimental results obtained from four open source web applications show that COLOR can present the correct locator in first place with a 77%-93% accuracy and is more robust against page layout changes than structure-based approaches. © 2019 IEEE.","locator; selenium; software test automation; test script","Automation; Color; Open source software; Reengineering; Repair; Selenium; Software reliability; Testing; End-to-end tests; locator; Software test automation; Software updates; Structure-based; Test Automation; Test automation tool; Test scripts; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Chen Y.-C., Chiang M.-H., Cheng Y.-M., Lou S.-J.","Deep Learning of Web Page Verification Code-taking Project for Implementation of Remedial Instruction-Technology-Base Test Website as an Example",2019,"2019 IEEE International Conference on Consumer Electronics - Taiwan, ICCE-TW 2019",,,"8991900","","",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080114015&doi=10.1109%2fICCE-TW46550.2019.8991900&partnerID=40&md5=aac330aa073dd3db9dc584257cb6c84d","This study using Python integrates tools such as Selenium, Pillow and WebDriver for Chrome, automatically logs in to the web page-Project for implementation of remedial instruction-technology-based test website to capture graphic verification code image, and uploads to Google Cloud Vision API which provide pre-trained models. The deep learning model recognizes the content and reads the text in the picture. The result is more than 80% recognition rate successfully login to the website. © 2019 IEEE.",,"Character recognition; Websites; Learning models; Technology-based; Deep learning","Institute of Electrical and Electronics Engineers Inc."
"Presler-Marshall K., Horton E., Heckman S., Stolee K.T.","Wait wait. No, tell me. Analyzing selenium configuration effects on test flakiness",2019,"Proceedings - 2019 IEEE/ACM 14th International Workshop on Automation of Software Test, AST 2019",,,"8821891","7","13",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072896022&doi=10.1109%2fAST.2019.000-1&partnerID=40&md5=21938f499990a4d256497472c830ab57","Flaky tests are a source of frustration and uncertainty for developers. In an educational environment, flaky tests can create doubts related to software behavior and student grades, especially when the grades depend on tests passing. NC State University's junior-level software engineering course models industrial practice through team-based development and testing of new features on a large electronic health record (EHR) system, iTrust2. Students are expected to maintain and supplement an extensive suite of UI tests using Selenium WebDriver. Team builds are run on the course's continuous integration (CI) infrastructure. Students report, and we confirm, that tests that pass on one build will inexplicably fail on the next, impacting productivity and confidence in code quality and the CI system. The goal of this work is to find and fix the sources of flaky tests in iTrust2. We analyze configurations of Selenium using different underlying web browsers and timeout strategies (waits) for both test stability and runtime performance. We also consider underlying hardware and operating systems. Our results show that HtmlUnit with Thread waits provides the lowest number of test failures and best runtime on poor-performing hardware. When given more resources (e.g., more memory and a faster CPU), Google Chrome with Angular waits is less flaky and faster than HtmlUnit, especially if the browser instance is not restarted between tests. The outcomes of this research are a more stable and substantially faster teaching application and a recommendation on how to configure Selenium for applications similar to iTrust2 that run in a CI environment. © 2019 IEEE","Flaky Tests; GUI Tests; Selenium; Software Testing; WebDriver","Curricula; Selenium; Students; Web browsers; Continuous integrations; Development and testing; Educational environment; Electronic Health Record(EHR) System; Run-time performance; Software engineering course; Teaching applications; WebDriver; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Lim W., Kim H., Lee J., Song O.","D-TAF: Test automation framework compatible with various DBMS",2019,"Proceedings - 2019 IEEE/ACM 14th International Workshop on Automation of Software Test, AST 2019",,,"8821971","62","68",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072883471&doi=10.1109%2fAST.2019.00017&partnerID=40&md5=373aa7bd4db5c76fbcc93dc5f73da51d","To guarantee high quality, it is required to retest DBMS thoroughly whenever any changes occur such as operating system updates and configuration changes. Because retesting requires repetitive jobs, development companies start to consider test automation to improve productivity. Moreover, a special tool is also required because it is difficult to test manually some functions of DBMS. Although there are test automation tools such as MySQL Test Framework, Testgres and so on, these frameworks can only be used for particular DBMS. For an example, MySQL Test Framework can only be used for MySQL. Because DBMS testing is completely different from GUI based testing, it is impossible to use GUI based test automation tools such as Selenium when testing DBMS. For this reason, there are needs of the test automation framework for DBMS, which can be easily customizable so that it can be used for other DBMS. In this paper, we propose the framework for DBMS which will be actually used in DBMS development companies and can also be used for various kinds of DBMS. We propose our design and implementation approaches on the framework for DBMS. © 2019 IEEE","DBMS; Test automation framework; Testing tools","Automation; Database systems; Graphical user interfaces; Productivity; Testing; Customizable; Design and implementations; High quality; Test Automation; Test automation frameworks; Test automation tool; Test framework; Testing tools; Software testing","Institute of Electrical and Electronics Engineers Inc."
"Shariff S.M., Li H., Bezemer C.-P., Hassan A.E., Nguyen T.H.D., Flora P.","Improving the testing efficiency of SELENIUM-based load tests",2019,"Proceedings - 2019 IEEE/ACM 14th International Workshop on Automation of Software Test, AST 2019",,,"8821989","14","20",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072882925&doi=10.1109%2fAST.2019.00008&partnerID=40&md5=cadfdda5b6426ff1230f28d7c668ee4e","Web applications must be load tested to analyze their behavior under various load conditions. Typically, these load tests are automated using protocol-level HTTP requests (e.g., using JMETER). However, there are several disadvantages to using protocol-level requests for load tests. For example, protocol-level requests are only partially representative of the true usage of a web application, as the web application is not actually executed in a browser. It can be difficult to abstract complex behavior, such as a login sequence, into requests without executing the application. Browser-based load testing can be used as an alternative to protocol-level requests. Using a browser-based testing framework, such as SELENIUM, tests can be executed more realistically - inside a browser. Unfortunately, because a browser instance must be started to conduct a test, browser-based testing has a high performance overhead which limits its applicability for load tests. In this paper, we propose an approach for reducing the performance overhead of running SELENIUM-based load tests. Our approach shares browser instances between test user instances, thereby reducing the performance overhead that is introduced by launching many browser instances during the execution of a test. Our experimental results show that our approach can significantly increase the number of user instances that can be tested on a test machine without overloading the load driver. Our approach and the experiences that we share in this paper can help software practitioners improve the efficiency of their own SELENIUM-based load tests. © 2019 IEEE",,"Automation; Cost reduction; Efficiency; HTTP; Hypertext systems; Selenium; Testing; Load condition; Protocol level; Software practitioners; Test machine; Testing efficiency; Testing framework; WEB application; Software testing","Institute of Electrical and Electronics Engineers Inc."
